RouteID,Station,Date,DepartureTime,Capacity,RouteScore,StopID,Latitude,Longitude,StopType,ZoneID,ActualSequence
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,XB,34.09346,-118.286891,Dropoff,A-1.3A,21
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,KP,34.092428,-118.2878,Dropoff,A-1.3B,22
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,IW,34.095705,-118.287525,Dropoff,A-1.3B,23
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,TH,34.095641,-118.289226,Dropoff,A-1.3B,24
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,MR,34.09451,-118.28895,Dropoff,A-1.1B,25
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,CG,34.093119,-118.291761,Dropoff,A-1.1B,26
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,LG,34.091648,-118.29175,Dropoff,A-1.1B,27
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,DJ,34.09039,-118.293879,Dropoff,A-1.1C,28
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,NL,34.091351,-118.293884,Dropoff,A-1.1C,29
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,UR,34.091408,-118.292792,Dropoff,A-1.1C,30
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,ZE,34.093294,-118.292799,Dropoff,A-1.1C,31
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,VA,34.094216,-118.293212,Dropoff,A-1.1C,32
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,BA,34.096132,-118.292869,Dropoff,A-1.2C,33
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,YH,34.097287,-118.292869,Dropoff,A-1.2C,34
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,DQ,34.097468,-118.291886,Dropoff,A-1.2C,35
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,CP,34.096991,-118.290254,Dropoff,A-1.2C,36
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,DN,34.096991,-118.290254,Dropoff,A-1.2C,37
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,UJ,34.098157,-118.289765,Dropoff,A-1.3D,38
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,UW,34.0954,-118.29115,Dropoff,A-1.2C,39
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,HN,34.096583,-118.294127,Dropoff,A-1.3C,40
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,KJ,34.099091,-118.28993,Dropoff,A-1.2D,41
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,GN,34.099634,-118.289397,Dropoff,A-1.2D,42
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,CA,34.100562,-118.290796,Dropoff,A-1.2D,43
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,TC,34.100716,-118.291027,Dropoff,A-1.2D,44
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,NE,34.100619,-118.29239,Dropoff,A-1.2D,45
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,LD,34.099557,-118.291764,Dropoff,A-1.2D,46
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,AF,34.101587,-118.291125,Dropoff,A-1.2D,47
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,KA,34.101797,-118.290697,Dropoff,A-1.1D,48
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,BT,34.101474,-118.289609,Dropoff,A-1.1D,49
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,MW,34.101063,-118.288518,Dropoff,A-1.1D,50
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,KM,34.100535,-118.288505,Dropoff,P-13.2A,51
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,UI,34.099902,-118.287399,Dropoff,P-13.2A,52
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,BG,34.102251,-118.287403,Dropoff,P-13.2A,53
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,CO,34.1018,-118.286716,Dropoff,P-13.2A,54
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,KG,34.101133,-118.2874,Dropoff,P-13.2A,55
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,EO,34.096917,-118.285385,Dropoff,P-13.2A,56
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,IA,34.096205,-118.284572,Dropoff,P-13.2A,57
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,YE,34.097061,-118.284074,Dropoff,P-13.1C,58
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,RG,34.099046,-118.28306,Dropoff,P-13.1C,59
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,VC,34.098179,-118.282761,Dropoff,P-13.1C,60
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,BZ,34.098179,-118.281075,Dropoff,P-13.1C,61
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,ZU,34.09701,-118.281945,Dropoff,P-13.1C,62
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,KU,34.095811,-118.282443,Dropoff,P-13.1C,63
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,GS,34.096958,-118.283054,Dropoff,P-13.1C,64
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,NU,34.096542,-118.283056,Dropoff,P-13.1C,65
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,MA,34.09491,-118.282442,Dropoff,P-13.2C,66
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,BP,34.095585,-118.28179,Dropoff,P-13.2C,67
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,IM,34.096024,-118.279795,Dropoff,P-13.2C,68
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,EY,34.097596,-118.279776,Dropoff,P-13.2C,69
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,MQ,34.095091,-118.281013,Dropoff,P-13.2C,70
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,RA,34.094442,-118.281417,Dropoff,P-13.2C,71
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,US,34.093403,-118.281442,Dropoff,P-13.3C,72
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,PJ,34.091681,-118.280876,Dropoff,P-13.3D,73
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,GW,34.091259,-118.281142,Dropoff,P-13.3D,74
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,RY,34.090961,-118.281325,Dropoff,A-2.3B,75
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,FY,34.088782,-118.282842,Dropoff,A-2.3B,76
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,YR,34.090347,-118.282857,Dropoff,A-2.3A,77
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,WS,34.089433,-118.283433,Dropoff,A-2.3A,78
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,NM,34.089111,-118.283641,Dropoff,A-2.3A,79
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,HO,34.090795,-118.28258,Dropoff,A-2.3A,80
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,GB,34.091462,-118.282166,Dropoff,A-2.3A,81
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,PS,34.093749,-118.27956,Dropoff,P-13.2D,82
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,LY,34.094895,-118.278862,Dropoff,P-13.1D,83
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,LK,34.09483,-118.280816,Dropoff,P-13.1D,84
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,QE,34.095318,-118.279716,Dropoff,P-13.1D,85
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,CK,34.095794,-118.279086,Dropoff,P-13.1D,86
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,HG,34.096383,-118.278688,Dropoff,P-13.1D,87
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,FF,34.096966,-118.278668,Dropoff,P-13.1D,88
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,MO,34.09637,-118.277801,Dropoff,P-13.1D,89
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,YN,34.096363,-118.277216,Dropoff,P-13.1D,90
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,TQ,34.101021,-118.273982,Dropoff,P-12.1D,91
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,JM,34.098539,-118.276077,Dropoff,P-12.1D,92
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,HW,34.097272,-118.275631,Dropoff,P-12.1D,93
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,IP,34.096993,-118.277969,Dropoff,P-12.2D,94
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,SI,34.096955,-118.277191,Dropoff,P-12.2D,95
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,CM,34.097235,-118.276636,Dropoff,P-12.2D,96
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,HB,34.097631,-118.278111,Dropoff,P-12.2D,97
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,XD,34.098095,-118.277802,Dropoff,P-12.3D,98
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,SQ,34.099043,-118.278424,Dropoff,P-12.3D,99
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,ZP,34.099485,-118.278658,Dropoff,P-12.3D,100
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,EH,34.098182,-118.279915,Dropoff,P-12.3D,101
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,YJ,34.098948,-118.280668,Dropoff,P-12.3C,102
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,TY,34.099138,-118.28142,Dropoff,P-12.3C,103
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,EX,34.09914,-118.282492,Dropoff,P-12.3C,104
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,AD,34.099611,-118.283062,Dropoff,P-12.3C,105
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,EC,34.100006,-118.282101,Dropoff,P-12.3C,106
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,QO,34.100003,-118.281338,Dropoff,P-12.3C,107
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,UN,34.099871,-118.280658,Dropoff,P-12.3C,108
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,BE,34.098482,-118.286243,Dropoff,P-13.3B,109
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,PB,34.099181,-118.28625,Dropoff,P-13.3B,110
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,HR,34.09959,-118.286258,Dropoff,P-13.3B,111
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,ZB,34.098661,-118.285183,Dropoff,P-13.2B,112
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,WJ,34.099992,-118.284328,Dropoff,P-13.1B,113
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,UU,34.101004,-118.283957,Dropoff,P-13.1B,114
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,SD,34.10082,-118.283959,Dropoff,P-13.1B,115
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,YY,34.100902,-118.285704,Dropoff,P-13.1B,116
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,PX,34.100883,-118.28602,Dropoff,P-13.1B,117
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DLA3,2018-07-27,16:02:10,3313071.0,High,QX,34.097948,-118.286795,Dropoff,P-13.3A,118
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,UX,47.937344,-122.244952,Station,,0
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,BP,47.683784,-122.290503,Dropoff,D-3.2A,1
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,FM,47.6858,-122.290577,Dropoff,D-3.2A,2
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,WD,47.685103,-122.291602,Dropoff,D-3.2A,3
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,YK,47.686274,-122.291638,Dropoff,D-3.2A,4
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,HC,47.685918,-122.289525,Dropoff,D-3.2A,5
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,DH,47.686855,-122.288498,Dropoff,D-3.2A,6
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,DR,47.6877,-122.288526,Dropoff,D-3.2A,7
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,PG,47.68725,-122.288511,Dropoff,D-3.2A,8
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,MC,47.685242,-122.288443,Dropoff,D-3.2A,9
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,LI,47.684856,-122.289226,Dropoff,D-3.2A,10
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,UH,47.684431,-122.289474,Dropoff,D-3.2A,11
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,DQ,47.683965,-122.289455,Dropoff,D-3.2A,12
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,NW,47.682666,-122.290256,Dropoff,D-3.1A,13
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,SK,47.681425,-122.290032,Dropoff,D-3.1A,14
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,PQ,47.680969,-122.291484,Dropoff,D-2.1A,15
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,UW,47.67959,-122.291452,Dropoff,D-2.1A,16
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,GR,47.68047,-122.292568,Dropoff,D-2.1A,17
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,HY,47.680962,-122.292577,Dropoff,D-2.1A,18
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,NQ,47.68123,-122.292172,Dropoff,D-2.1A,19
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,IB,47.681523,-122.291497,Dropoff,D-2.1A,20
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,SA,47.682289,-122.291522,Dropoff,D-2.1A,21
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,ON,47.683482,-122.291555,Dropoff,D-2.1A,22
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,RC,47.684108,-122.29157,Dropoff,D-2.1A,23
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,VJ,47.684064,-122.292662,Dropoff,D-2.1A,24
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,UJ,47.683486,-122.292646,Dropoff,D-2.1A,25
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,NO,47.682227,-122.292612,Dropoff,D-2.1A,26
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,TX,47.682655,-122.292624,Dropoff,D-2.1A,27
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,AE,47.683039,-122.292498,Dropoff,D-2.1A,28
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,TN,47.68346,-122.294797,Dropoff,D-2.2A,29
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,MV,47.684135,-122.294828,Dropoff,D-2.2A,30
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,XX,47.684718,-122.293756,Dropoff,D-2.2A,31
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,KI,47.685009,-122.292685,Dropoff,D-2.2A,32
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,WX,47.686678,-122.293117,Dropoff,D-2.2A,33
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,PV,47.686673,-122.293604,Dropoff,D-2.2A,34
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,TM,47.686671,-122.295122,Dropoff,D-2.2A,35
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,AC,47.689446,-122.296071,Dropoff,D-2.2A,36
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,VX,47.687354,-122.295984,Dropoff,D-2.2A,37
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,XT,47.686046,-122.295938,Dropoff,D-2.2A,38
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DSE4,2018-07-28,15:44:41,4247527.0,High,BY,47.685477,-122.295931,Dropoff,D-2.2A,39
