RouteID,DisruptionID,DisruptionType,Severity,DelayMinutes,CapacityReduction,TotalStops,StopsLost,DistanceChange(KM),TimeChange(Hours),RecoveryEfficiency(%),RecoverySuccessful,MLRisk,HIGH_Probability,MEDIUM_Probability,LOW_Probability,MLConfidence(%),OperationalRiskScore,FinalRiskScore,FinalRiskLevel,PriorityScore,AI_Decision,AI_Explanation
RouteID_0036cf37-1c93-48f8-b337-3dd6d1a195d8,DISRUPTION_8353c03c-43c3-4640-b9ab-853d61bf0e42,ROAD_CLOSURE,HIGH,0,0,190,40,-12.39,-0.41,23.62,True,HIGH,99.39,0.61,0.0,99.39,70,80.14,HIGH,86.01,IMMEDIATE_REROUTE,HIGH risk detected with 99.4% ML confidence. Closed road requires alternative routing.
RouteID_00ca3fbf-8953-4fbb-9c59-96fce68e6504,DISRUPTION_207a2b07-ff9d-44ff-8f25-fa3bf79e7296,TRAFFIC_DELAY,HIGH,58,0,138,0,-1.01,-0.03,2.18,True,HIGH,99.95,0.05,0.0,99.95,70,80.47,HIGH,85.82,IMMEDIATE_TRAFFIC_REROUTE,HIGH risk detected with 100.0% ML confidence. Traffic delay requires congestion avoidance.
RouteID_00b8cd9c-613a-4519-b3fd-2b7174f1cff3,DISRUPTION_a1616893-2fc0-4b12-a144-828606286e54,TRAFFIC_DELAY,HIGH,58,0,80,0,-0.57,-0.02,2.25,True,HIGH,99.91,0.09,0.0,99.91,70,80.45,HIGH,85.8,IMMEDIATE_TRAFFIC_REROUTE,HIGH risk detected with 99.9% ML confidence. Traffic delay requires congestion avoidance.
RouteID_00437423-5a8f-4fac-8efa-85264f0a3944,DISRUPTION_ef6528c4-be5e-46ee-b4c5-6ab463ad471a,TRAFFIC_DELAY,MEDIUM,26,0,161,11,-17.39,-0.58,24.78,True,HIGH,99.5,0.5,0.0,99.5,67,79.3,HIGH,85.18,IMMEDIATE_TRAFFIC_REROUTE,HIGH risk detected with 99.5% ML confidence. Traffic delay requires congestion avoidance.
RouteID_0021a2aa-780f-460d-b09a-f301709e2523,DISRUPTION_5a3ed1dd-482f-4573-8829-b6f0eff5ebb8,VEHICLE_CAPACITY_REDUCTION,MEDIUM,0,14,155,26,-14.88,-0.5,30.68,True,HIGH,99.02,0.98,0.0,99.02,67,79.02,HIGH,85.17,IMMEDIATE_LOAD_REBALANCE,HIGH risk detected with 99.0% ML confidence. Reduced vehicle capacity requires load balancing.
RouteID_00ead793-e8f0-4ac6-a2d7-d988f05cc715,DISRUPTION_4c85b211-e799-483a-81d3-b51a8df64434,ROAD_CLOSURE,MEDIUM,0,0,198,48,-13.38,-0.45,39.67,True,HIGH,99.96,0.04,0.0,99.96,60,77.48,HIGH,84.23,IMMEDIATE_REROUTE,HIGH risk detected with 100.0% ML confidence. Closed road requires alternative routing.
RouteID_00ead793-e8f0-4ac6-a2d7-d988f05cc715,DISRUPTION_1bec358f-a4df-49f9-ab81-f0433fc5d5e5,ROAD_CLOSURE,MEDIUM,0,0,198,48,-13.38,-0.45,39.66,True,HIGH,99.96,0.04,0.0,99.96,60,77.48,HIGH,84.23,IMMEDIATE_REROUTE,HIGH risk detected with 100.0% ML confidence. Closed road requires alternative routing.
RouteID_00573a3d-b909-42ee-8a99-c6474309d96b,DISRUPTION_1a37a412-f55f-48f1-89e8-9d6f613f5eca,TRAFFIC_DELAY,HIGH,39,0,154,5,-12.17,-0.41,15.1,True,HIGH,100.0,0.0,0.0,100.0,67,79.6,HIGH,84.22,IMMEDIATE_TRAFFIC_REROUTE,HIGH risk detected with 100.0% ML confidence. Traffic delay requires congestion avoidance.
RouteID_00747543-3f2f-47ae-a2f2-91b30ce207ab,DISRUPTION_072af70c-aac0-4085-8851-6777862541d6,ROAD_CLOSURE,MEDIUM,0,0,173,23,-9.84,-0.33,16.95,True,HIGH,98.33,1.67,0.0,98.33,60,76.51,HIGH,83.31,IMMEDIATE_REROUTE,HIGH risk detected with 98.3% ML confidence. Closed road requires alternative routing.
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DISRUPTION_d45948d9-bc2e-492b-aefe-d9c603f46037,TRAFFIC_DELAY,HIGH,43,0,106,0,-0.39,-0.01,0.96,True,HIGH,99.91,0.09,0.0,99.91,70,80.45,HIGH,82.05,IMMEDIATE_TRAFFIC_REROUTE,HIGH risk detected with 99.9% ML confidence. Traffic delay requires congestion avoidance.
RouteID_0074e307-23c1-4b15-afa2-e58b45e4403c,DISRUPTION_6d4a41cd-2966-4653-9ba5-20d04b3cf839,ROAD_CLOSURE,HIGH,0,0,161,11,-9.46,-0.32,31.07,True,HIGH,100.0,0.0,0.0,100.0,65,79.0,HIGH,78.55,IMMEDIATE_REROUTE,HIGH risk detected with 100.0% ML confidence. Closed road requires alternative routing.
RouteID_001b4ee3-c4f2-467f-932b-c85524d1021f,DISRUPTION_ca4bf0e3-e06f-4188-8aef-9abbb2d56409,TRAFFIC_DELAY,HIGH,36,0,141,0,-4.4,-0.15,9.63,True,HIGH,99.66,0.34,0.0,99.66,62,77.9,HIGH,78.48,IMMEDIATE_TRAFFIC_REROUTE,HIGH risk detected with 99.7% ML confidence. Traffic delay requires congestion avoidance.
RouteID_0021a2aa-780f-460d-b09a-f301709e2523,DISRUPTION_dff6dfaf-90f0-45bd-830e-a847e06fff18,ROAD_CLOSURE,HIGH,0,0,155,5,-10.03,-0.33,20.69,True,HIGH,99.5,0.5,0.0,99.5,60,77.2,HIGH,72.72,IMMEDIATE_REROUTE,HIGH risk detected with 99.5% ML confidence. Closed road requires alternative routing.
RouteID_00930ddc-25f9-4371-a437-1e37c9d0a80d,DISRUPTION_d88b4a61-f5fa-46a7-9aa9-bb82566c4363,ROAD_CLOSURE,HIGH,0,0,153,3,-6.6,-0.22,11.19,True,HIGH,99.36,0.64,0.0,99.36,60,77.12,HIGH,71.14,IMMEDIATE_REROUTE,HIGH risk detected with 99.4% ML confidence. Closed road requires alternative routing.
RouteID_00b8cd9c-613a-4519-b3fd-2b7174f1cff3,DISRUPTION_c7af502f-910e-4c15-9487-b2257b9ecbc3,VEHICLE_CAPACITY_REDUCTION,HIGH,0,35,80,0,-0.57,-0.02,2.25,True,HIGH,100.0,0.0,0.0,100.0,67,79.6,HIGH,70.72,IMMEDIATE_LOAD_REBALANCE,HIGH risk detected with 100.0% ML confidence. Reduced vehicle capacity requires load balancing.
RouteID_00575ca4-8a63-49d2-96c8-9b347be5ba6c,DISRUPTION_34f850bd-d328-402b-be0b-cee00f2a4e2d,ROAD_CLOSURE,HIGH,0,0,59,1,-0.95,-0.03,3.66,True,HIGH,100.0,0.0,0.0,100.0,60,77.5,HIGH,70.0,IMMEDIATE_REROUTE,HIGH risk detected with 100.0% ML confidence. Closed road requires alternative routing.
RouteID_00bea18c-ee16-4a18-a916-7a447c733a7d,DISRUPTION_f599586b-263e-4588-b926-897daf94ba7a,ROAD_CLOSURE,HIGH,0,0,141,1,-8.12,-0.27,26.23,True,HIGH,100.0,0.0,0.0,100.0,60,77.5,HIGH,70.0,IMMEDIATE_REROUTE,HIGH risk detected with 100.0% ML confidence. Closed road requires alternative routing.
RouteID_00595235-52e7-4b68-883c-70482701dea0,DISRUPTION_246ed6f5-2a66-4641-8b07-0afad8166c80,ROAD_CLOSURE,HIGH,0,0,129,1,-3.99,-0.13,12.81,True,HIGH,99.85,0.15,0.0,99.85,60,77.41,HIGH,69.91,IMMEDIATE_REROUTE,HIGH risk detected with 99.8% ML confidence. Closed road requires alternative routing.
RouteID_007b8544-11dc-47b2-be61-0095f8f2af71,DISRUPTION_cdd93ad0-8529-458d-906b-7ad8aa8adbc4,ROAD_CLOSURE,HIGH,0,0,78,1,-1.73,-0.06,6.65,True,HIGH,98.8,1.2,0.0,98.8,60,76.79,HIGH,69.32,IMMEDIATE_REROUTE,HIGH risk detected with 98.8% ML confidence. Closed road requires alternative routing.
